id,produto,ano,valor,categoria,product_id
44,Vinho Composto,1974,0,DERIVADOS,33a09327-13af-4a73-bd65-1f965565e81b
45,Pisco,1974,0,DERIVADOS,02710fa0-8142-4190-af2d-d47df2299dd2
46,Vinho orgânico,1974,0,DERIVADOS,6c69ebe5-37af-4556-b92d-e808c2c76a83
47,Espumante orgânico,1974,0,DERIVADOS,7a557ff6-26fa-4abe-abc3-e0ae3ea0f571
48,Destilado alcoólico simples de bagaceira ,1974,0,DERIVADOS,ecd89446-f7ae-4d94-8aa8-e1e9803537ff
49,Vinho acidificado ,1974,0,DERIVADOS,a6dc5af6-3c54-4e3b-8c3a-30406240e6cb
50,Mosto parcialmente fermentado ,1974,0,DERIVADOS,6cb76f70-363f-45d0-8065-d3da5984d60d
51,Outros derivados,1974,0,DERIVADOS,ec05db95-e41b-47a2-bbbc-7ed88b86795c
2,Tinto,1975,144274134,VINHO DE MESA,6f59da1c-dcc1-4d93-9e9f-3c21114c86f2
3,Branco,1975,1441507,VINHO DE MESA,0092cdab-bf27-44cb-8f43-ec8e283bc5e5
4,Rosado,1975,31685568,VINHO DE MESA,e6c4fce1-d23f-4cd3-92da-710362e08ba4
6,Tinto,1975,14731106,VINHO FINO DE MESA (VINÍFERA),be806269-a230-47dc-8c4e-57a7144f5b15
7,Branco,1975,21933695,VINHO FINO DE MESA (VINÍFERA),744d1025-3b27-4eb7-bf3c-1207599754b5
8,Rosado,1975,2759789,VINHO FINO DE MESA (VINÍFERA),28894e7e-73b8-443e-9bdb-69c4a3f33284
10,Suco de uva integral,1975,0,SUCO,a86a1f5c-00aa-4125-ae11-5ba70939fb06
11,Suco de uva concentrado,1975,0,SUCO,70fc9e73-f2a1-4c12-ac63-ac1adb054230
12,Suco de uva adoçado,1975,0,SUCO,772e7228-bafc-4030-ab14-8a21c860b37b
13,Suco de uva orgânico,1975,0,SUCO,21b32e17-427f-4a48-a92d-5b9548b08eda
14,Suco de uva reconstituído,1975,0,SUCO,aa88152d-705e-4436-99bf-45ac6f3c24a8
16,Espumante,1975,0,DERIVADOS,8db1d681-d067-48d8-a5c8-aba262b8f1e2
17,Espumante moscatel,1975,0,DERIVADOS,b4d3bab9-dcb1-4242-954c-36d54e85a4df
18,Base espumante,1975,0,DERIVADOS,a9d52442-2942-46f3-8806-b3071663f7a8
19,Base espumante moscatel,1975,0,DERIVADOS,fd690519-004c-4ee4-b90e-de0249577d02
20,Base Champenoise champanha,1975,0,DERIVADOS,d355e52b-3253-4d6a-b63e-56cb20ead573
21,Base Charmat champanha,1975,0,DERIVADOS,520fae9d-db4d-4c98-ab62-b89d590ec19d
22,Bebida de uva,1975,0,DERIVADOS,56757888-4a82-47df-90fd-f12d767f7019
23,Polpa de uva,1975,0,DERIVADOS,d1110ed6-670f-4cfd-a771-b9e8b3c9cc08
24,Mosto simples,1975,48185206,DERIVADOS,e50e2cc7-ff37-4f51-8f6e-67adbc2134e4
25,Mosto concentrado,1975,0,DERIVADOS,e0b2025a-0169-4fa6-8bd1-1e73b1622687
26,Mosto de uva com bagaço,1975,0,DERIVADOS,54f68d18-221e-4ac5-9bf7-4f166967b536
27,Mosto dessulfitado,1975,0,DERIVADOS,845d8716-d835-4be7-8e2e-56659b4c3d93
28,Mistelas,1975,223000,DERIVADOS,19a59ae5-3743-49bb-9bb9-a8fe8bc08d67
29,Néctar de uva,1975,0,DERIVADOS,2006fc9d-c42e-4580-9eb9-d31a697d5f7a
30,Licorosos,1975,24000,DERIVADOS,d4cc70bf-643b-4779-94c7-6a57f93ba6fc
31,Compostos,1975,0,DERIVADOS,4929efeb-bdb5-4719-8c58-61958370cd2b
32,Jeropiga,1975,0,DERIVADOS,fe4b5aaf-1dba-4e56-9b2b-82ee0a1cea3c
33,Filtrado,1975,0,DERIVADOS,5f55844e-f2e7-4218-9f9f-e87004061c90
34,Frisante,1975,0,DERIVADOS,f930eff9-e6da-46d9-9991-afe2dd8fc55c
35,Vinho leve,1975,0,DERIVADOS,48f3fc9f-f98a-42b8-9402-e1e181016950
36,Vinho licoroso,1975,0,DERIVADOS,b9068c39-1740-4b0d-8a89-cf01caab004c
37,Brandy,1975,0,DERIVADOS,62e9e849-7f0b-4dbc-9514-042c94a0b541
38,Destilado,1975,0,DERIVADOS,632f1c1d-13c3-4a5b-8ab0-316a0b14341e
39,Bagaceira,1975,576098,DERIVADOS,47db42ed-e811-4293-9588-d0b223278deb
