id,control,cultivar,ano,valor,categoria,product_id
2,ti_Alicante Bouschet,Alicante Bouschet,1970,0,TINTAS,a8558de6-c2a4-465a-9caa-4327290eed52
3,ti_Ancelota,Ancelota,1970,0,TINTAS,4702ba51-70aa-4cd6-a3c6-cc9d11bfe52c
4,ti_Aramon,Aramon,1970,0,TINTAS,64893354-52af-4dd5-a837-96883d399a96
5,ti_Alfrocheiro,Alfrocheiro,1970,0,TINTAS,db54e212-2f0e-4986-b382-6764a4f89e78
6,ti_Arinarnoa,Arinarnoa,1970,0,TINTAS,e6989a51-05e6-462a-9756-f6ef76dc5c84
7,ti_Aspirant Bouschet,Aspirant Bouschet,1970,0,TINTAS,d6ce0364-6ffc-4ad0-9430-2aa468cb5358
8,ti_Barbera,Barbera,1970,4548313,TINTAS,685d8df8-f5f9-4b9e-a010-9a80fdb4f2ad
9,ti_Bonarda,Bonarda,1970,1631610,TINTAS,85165ed0-1bc2-4c34-9be1-04d8f803ff31
10,ti_Cabernet Franc,Cabernet Franc,1970,238837,TINTAS,26c3b68a-5ac5-42f9-b2c5-4ceb5723f197
11,ti_Cabernet Sauvignon,Cabernet Sauvignon,1970,0,TINTAS,c4b2b700-3919-42a0-bca0-ea6b45421f78
12,ti_ Caladoc,Caladoc,1970,0,TINTAS,bbd32acf-56a9-48e7-b7ee-611251f65851
13,ti_Campanario,Campanario,1970,0,TINTAS,0fb44a79-3539-4bb5-9b20-d1c8de6b21d9
14,ti_Canaiolo,Canaiolo,1970,596766,TINTAS,6d10f636-c799-4d57-bb30-6fbbf13431d5
15,ti_Carignan,Carignan,1970,0,TINTAS,3915781e-0afd-40cc-a710-314f26266a3b
16,ti_Carmenere,Carmenere,1970,1235,TINTAS,ff04ca8d-6a99-4d3f-844c-af2ef4e45b5c
17,ti_Castelão,Castelão,1970,0,TINTAS,996e736e-5e7b-45cd-a534-d3a3258cb3b8
18,ti_Corvina,Corvina,1970,0,TINTAS,890b0c69-4f9e-4124-b221-4cb734d35697
19,ti_Croatina,Croatina,1970,0,TINTAS,f2dcbb8c-be22-4e2e-aa04-1d73bb1ed14a
20,ti_Cinsaut,Cinsaut,1970,0,TINTAS,308b70ba-1935-4d91-bacd-c47ba461f067
21,ti_Dom Felder,Dom Felder,1970,0,TINTAS,b1075b9e-fe94-4f9f-a6c4-18895fdba53e
22,ti_Dolcetto,Dolcetto,1970,0,TINTAS,2cb76512-0d81-4993-9fcb-4203b07db823
23,ti_Durif,Durif,1970,0,TINTAS,d5c2546a-45ee-462d-93fb-0c973bd42322
24,ti_Egiodola,Egiodola,1970,0,TINTAS,16b97ed1-92d9-42fd-a404-e53050ce8186
25,ti_Ekigaina,Ekigaina,1970,0,TINTAS,f7c8b88b-60bd-4d4b-bda2-5b31ffb89b35
26,ti_Festival (Sugraone),Festival (Sugraone),1970,0,TINTAS,0dbd9663-0f78-4d5c-8d81-723184a74e96
27,ti_Franconia,Franconia,1970,0,TINTAS,4b2b1b15-9df9-4208-8167-0183bd1f327a
28,ti_Freisa,Freisa,1970,1661,TINTAS,8d536d17-4f64-404c-924c-a480e97afb79
29,ti_Gamay St Romain,Gamay St Romain,1970,0,TINTAS,d0a97b22-b87b-465b-9663-8bccf47e5c0c
30,ti_Gamay Beaujolais,Gamay Beaujolais,1970,0,TINTAS,d45149e8-1210-4c04-9913-0490129a557d
31,ti_Grand Noir,Grand Noir,1970,0,TINTAS,545af477-ec42-4833-8aff-623183def79c
32,ti_Grenache,Grenache,1970,19753,TINTAS,27244893-3eea-43bb-bc84-0c0e2d42c90e
33,ti_Jaen,Jaen,1970,0,TINTAS,3b39e413-7c9f-4611-b14c-6611daf64797
34,ti_Lagrein,Lagrein,1970,0,TINTAS,de767337-3f9c-498b-83ac-a526bb427668
35,ti_Lambrusco,Lambrusco,1970,2259,TINTAS,8dd42029-0259-4c7e-be79-ac35d41e7aa0
36,ti_Malbec,Malbec,1970,4097,TINTAS,7e8054e7-0ab3-45ae-ace9-6de10a0a064c
37,ti_Marzemina,Marzemina,1970,62546,TINTAS,144c85ea-b1cb-416f-8e1f-f9cd1ff81c27
38,ti_Merlot,Merlot,1970,185596,TINTAS,2abb0e98-0bbd-4e42-a772-f9e33eeea138
39,ti_Marselan,Marselan,1970,0,TINTAS,f521ddc7-0403-4368-a587-7d4eefb555a7
40,ti_Molinera,Molinera,1970,0,TINTAS,63d9e310-1f51-4eb1-92c0-fc9af7a9d788
41,ti_Montepulciano,Montepulciano,1970,0,TINTAS,4e2f62c9-3653-4c46-91cc-c114bc525505
42,ti_Moscato Bailey,Moscato Bailey,1970,0,TINTAS,6fab1784-db9b-4fed-922f-c52d2acf1437
43,ti_Napa Gamay,Napa Gamay,1970,0,TINTAS,931be535-ea4c-4fbf-8341-e9cc45352a00
44,ti_Nebbiolo,Nebbiolo,1970,0,TINTAS,30962a66-09d3-4bc0-9a60-d8aa6ad43ca5
45,ti_Petit Verdot,Petit Verdot,1970,0,TINTAS,b6e5a30a-0128-4f6f-b209-6e7001f432b0
46,ti_Petite Sirah,Petite Sirah,1970,0,TINTAS,6948699c-ab75-4e12-8a74-ceeb88e49ee4
47,ti_Pinotage,Pinotage,1970,0,TINTAS,383de70a-66b1-4d5a-a5c9-edd1f07c3cce
48,ti_Pinot Noir,Pinot Noir,1970,0,TINTAS,b62b4ba4-7ab0-4e23-8d16-afafc5c76329
49,ti_Pinot Saint George,Pinot Saint George,1970,0,TINTAS,e53b9466-7164-4564-8947-695a05e0920c
50,ti_Piriquita,Piriquita,1970,0,TINTAS,3e63c981-5110-4b8f-b95d-5973afbd3743
51,ti_Rebo,Rebo,1970,0,TINTAS,5df8eb7f-0b31-441e-96ae-5df7bcbabc51
52,ti_Refosco,Refosco,1970,0,TINTAS,6661bf14-f88e-4a50-ba2f-b33ee2a2db56
53,ti_Rondinella,Rondinella,1970,0,TINTAS,63960ff0-d58c-4d80-bd95-ee58bba7afb7
54,ti_Ruby Cabernet,Ruby Cabernet,1970,0,TINTAS,d00dddc9-5fc2-416b-9d3a-f55cdfae2ce4
55,ti_Sangiovese,Sangiovese,1970,27566,TINTAS,523bb546-e35b-4ba5-82c9-471f992439ef
56,ti_Sira (falsa),Sira (falsa),1970,3127989,TINTAS,12bff50f-3f30-447c-8040-6f8df57eb5db
57,ti_Tannat,Tannat,1970,0,TINTAS,046412f7-4d6e-434f-80e2-40827f583961
58,ti_Tempranillo,Tempranillo,1970,0,TINTAS,c9aa5a2f-321d-4b94-9e01-e7cb38982bf3
59,ti_Teroldego,Teroldego,1970,0,TINTAS,801737eb-0595-4b94-a66f-a0911b9fc5db
60,ti_Torrontes,Torrontes,1970,0,TINTAS,e3c7468a-b8b3-4f8b-ac28-f8d4d3a1d489
61,ti_Tinta Barroca,Tinta Barroca,1970,0,TINTAS,3a2a0728-d41f-47d6-ad3c-a6128e4e8bae
62,ti_Touriga Francesa,Touriga Francesa,1970,0,TINTAS,29230d17-4d2b-4b10-abf4-27c4a5b5d36b
63,ti_Touriga Nacional,Touriga Nacional,1970,0,TINTAS,ae994f9a-1ddb-458b-9851-7407c796c44a
64,ti_Tinta Madeira,Tinta Madeira,1970,0,TINTAS,843ebbb4-6104-484f-a04a-b97b9266af52
65,ti_Tintoria,Tintoria,1970,0,TINTAS,df48c71f-b4d1-4db3-acad-5d0f368f4cb4
66,ti_Trincdeira,Trincdeira,1970,0,TINTAS,11719b17-8694-4b3f-924f-1b2e4cfaf8b8
67,ti_Trousseau,Trousseau,1970,0,TINTAS,4159c6f0-792a-44de-9b1a-596937c28d3c
68,ti_Zinfandel,Zinfandel,1970,0,TINTAS,4745fdde-7f89-4b02-804e-22b59ceff502
69,ti_Outras1,Outras1,1970,0,TINTAS,ebf22f7a-6213-4e6b-a57d-73ddc03e8172
71,br_Aliatico,Aliatico,1970,0,BRANCAS E ROSADAS,3c99fc28-7f61-46da-a822-61a4d1b00810
72,br_Aligote,Aligote,1970,530,BRANCAS E ROSADAS,0c0bb5bc-9727-4a09-829b-c603009b9ea7
73,br_Altesse,Altesse,1970,0,BRANCAS E ROSADAS,7234bc91-c31b-4dcf-8b2a-10668f0a89db
74,br_Alvarinho,Alvarinho,1970,0,BRANCAS E ROSADAS,4517e9d7-ccc2-4ad7-8f52-f07e14cee142
75,br_Arriloba,Arriloba,1970,0,BRANCAS E ROSADAS,7007c342-5a06-4294-9d3b-cd117bcdb528
76,br_Auxerrois,Auxerrois,1970,0,BRANCAS E ROSADAS,87f1be01-f82c-4a74-bc3a-41996fab7b01
77,br_Burger,Burger,1970,0,BRANCAS E ROSADAS,5daaa75e-857a-4b85-a413-2cb7305e4aa5
78,br_Chardonnay,Chardonnay,1970,0,BRANCAS E ROSADAS,6b8d3338-cd24-45bd-b981-83713ae78dcc
79,br_Chasselas,Chasselas,1970,0,BRANCAS E ROSADAS,bc821104-7c92-4f5f-a7eb-c3af33329114
80,br_Chenin Blanc,Chenin Blanc,1970,0,BRANCAS E ROSADAS,63791c91-1f71-4f86-8395-f40c8cda687f
81,br_Clairette(1),Clairette(1),1970,146617,BRANCAS E ROSADAS,fa5f3c6e-cb42-4302-9b05-aca1dcdd82d2
82,br_Colombard,Colombard,1970,0,BRANCAS E ROSADAS,0ec6c74d-a181-4ace-b1a8-fe983b522a7e
83,br_Flora,Flora,1970,0,BRANCAS E ROSADAS,9316071e-7b9e-4d48-82a2-ab5fa57fe2d8
84,br_Garganega,Garganega,1970,0,BRANCAS E ROSADAS,bc75fef7-1fa3-4986-a05a-b5099e1c60c7
85,br_Gewurztraminer,Gewurztraminer,1970,0,BRANCAS E ROSADAS,3e7a6ec6-61f3-4648-8a52-65333841db56
86,br_Gouveio,Gouveio,1970,0,BRANCAS E ROSADAS,cf51264a-6f2d-44da-9f0d-1315366d6ac6
87,br_Gros Manseng,Gros Manseng,1970,0,BRANCAS E ROSADAS,681a02db-555f-4868-a735-0ab7f6433839
88,br_Italia (Pirovano 65) (PE),Italia (Pirovano 65) (PE),1970,0,BRANCAS E ROSADAS,e3a003e0-d75f-4179-84b5-2bf2fbfe0ef4
89,br_Maccabeo,Maccabeo,1970,0,BRANCAS E ROSADAS,12cf090b-c76b-4ab2-8a27-9761013df2d5
90,br_Malvasia,Malvasia,1970,878012,BRANCAS E ROSADAS,4655b779-60ff-4a43-b536-524a4da46a98
91,br_Malvasia Amarela,Malvasia Amarela,1970,0,BRANCAS E ROSADAS,7d1d93c1-a090-44af-a6f0-4336aeab5f9d
92,br_Malvasia Bianca,Malvasia Bianca,1970,0,BRANCAS E ROSADAS,83e46036-ea48-4415-aef1-8bdfbff90ff5
93,br_Malvasia Chianti,Malvasia Chianti,1970,0,BRANCAS E ROSADAS,c76915ce-852a-4389-93aa-2d49cf356d3e
94,br_Malvasia Verde,Malvasia Verde,1970,0,BRANCAS E ROSADAS,addf97ee-3a49-4744-9ca0-8d8cb5566f66
95,br_Malvasia di Candia,Malvasia di Candia,1970,0,BRANCAS E ROSADAS,9eab114e-ced6-4af0-b695-f7c8c86da213
96,br_Malvasia Istriana,Malvasia Istriana,1970,0,BRANCAS E ROSADAS,71db828d-78cc-4ece-9cdf-e5efa1400476
97,br_Mistura de uvas viníferas,Mistura de uvas viníferas branco,1970,0,BRANCAS E ROSADAS,5f3b93e4-c635-482c-9f4f-1bfe908a6e7f
98,br_Mistura de uvas viníferas,Mistura de uvas viníferas rosado,1970,0,BRANCAS E ROSADAS,feac9905-5d4f-438d-89ef-a275472e4114
99,br_Moscato_branco,Moscato Branco,1970,5772931,BRANCAS E ROSADAS,b22e4d8f-4639-4f12-951f-56da496fab6e
100,br_Moscato Canelli,Moscato Canelli,1970,0,BRANCAS E ROSADAS,d59c5050-ea6b-41b9-9fce-904e6849f533
101,br_Moscato Giallo,Moscato Giallo,1970,0,BRANCAS E ROSADAS,786a94a2-ca9d-4b78-84ab-1aef356a5252
102,br_Moscato Nazareno,Moscato Nazareno,1970,0,BRANCAS E ROSADAS,f6ba6257-a3c8-4a20-9228-5569284aa012
103,br_Moscato Bianco R2,Moscato Bianco R2,1970,0,BRANCAS E ROSADAS,0066d14f-bd57-4043-9bea-8e793685c802
104,br_Moscato de Alexandria,Moscato de Alexandria,1970,0,BRANCAS E ROSADAS,313f5ccb-694f-49c9-b8ea-004d542e2a25
105,br_Moscato Rosado,Moscato Rosado,1970,0,BRANCAS E ROSADAS,7d036820-40f1-4f36-aaf2-1a6dd75566e5
106,br_Muscat a Petits Grains,Muscat à Petits Grains,1970,0,BRANCAS E ROSADAS,60640339-fa61-4402-b7e1-0b5b706356fa
107,br_Muller Thurgau,Muller Thurgau,1970,0,BRANCAS E ROSADAS,f28b2e56-79e3-4987-8001-14320deef623
108,br_Muscadelle,Muscadelle,1970,0,BRANCAS E ROSADAS,f1abcd9b-d4f2-470e-b35b-8fdc95e17e32
109,br_Ora,Ora,1970,0,BRANCAS E ROSADAS,74ac1159-e538-4635-9b76-7bf4dfce7bdf
110,br_Palomino,Palomino,1970,0,BRANCAS E ROSADAS,954a179e-f437-4648-bff4-697dbc2057fd
111,br_Petit Manseng,Petit Manseng,1970,0,BRANCAS E ROSADAS,71a2d221-47ee-4f82-b26c-e449ac773e81
112,br_Peverella,Peverella,1970,2084128,BRANCAS E ROSADAS,36e453dc-bcdb-42a4-bba6-7b6a7cf8b469
113,br_Pinot Blanc,Pinot Blanc,1970,4000,BRANCAS E ROSADAS,b362a919-a91e-434d-8ea9-d0eb28fc5747
114,br_Pinot Gris,Pinot Gris,1970,0,BRANCAS E ROSADAS,fed5b6e4-c3c4-4fa1-b3e8-2675bb25416b
115,br_Prosecco,Prosecco,1970,0,BRANCAS E ROSADAS,6202397a-4d54-4105-ba27-4ba0f9982a8f
116,br_Red Veltliner,Red Veltliner,1970,0,BRANCAS E ROSADAS,97d17848-d914-4114-af8b-a1a161ab007b
117,br_Riesling Italico,Riesling Italico,1970,413149,BRANCAS E ROSADAS,ea716bc3-45f3-4963-8086-fcf453d7c1d3
118,br_Riesling Renano,Riesling Renano,1970,0,BRANCAS E ROSADAS,3f5b0aa2-e919-4c3d-b6dc-07f5c04f5839
119,br_Sauvignon Blanc(2),Sauvignon Blanc(2),1970,2819,BRANCAS E ROSADAS,978c41b3-e35c-4306-a33a-79d9b96ac078
120,br_Sauvignon Gris,Sauvignon Gris,1970,0,BRANCAS E ROSADAS,1e5d8087-35eb-41ea-83aa-37f224def30d
121,br_Seara Nova,Seara Nova,1970,0,BRANCAS E ROSADAS,fdecc4eb-e0fb-4786-a45e-bab6c30c6bfe
122,br_Semillon,Semillon,1970,1916,BRANCAS E ROSADAS,5469b74b-75aa-4e9f-b739-c49b6907fa27
123,br_Schonburger,Schonburger,1970,0,BRANCAS E ROSADAS,4460b2c7-d5d8-482e-9835-f1f7065b1bae
124,br_Sylvaner,Sylvaner,1970,0,BRANCAS E ROSADAS,22273dd5-dcc1-45c3-b128-2bd3b20b5d6d
125,br_Tocai Friulano,Tocai Friulano,1970,0,BRANCAS E ROSADAS,f0f3b551-007c-4ccf-bf49-bff7bb7e3ee5
126,br_Trebbiano,Trebbiano,1970,7277270,BRANCAS E ROSADAS,9d2b6f07-8a89-4eeb-a636-afd31cba5007
127,br_Trebbiano Toscano,Trebbiano Toscano,1970,0,BRANCAS E ROSADAS,97f0a6d8-58f4-4abc-bd97-d442fd162292
128,br_Verdea,Verdea,1970,0,BRANCAS E ROSADAS,d1f6951f-65ba-4cab-a26b-929e0e8d030a
129,br_Verdelho,Verdelho,1970,0,BRANCAS E ROSADAS,dad4aa60-2d42-447a-a024-cbb06ca46f73
130,br_Verdiso,Verdiso,1970,7950,BRANCAS E ROSADAS,f7541290-7c65-4979-ab83-1c1c009831f8
131,br_Vermentino,Vermentino,1970,20461,BRANCAS E ROSADAS,33d65a8b-656d-4f79-b7f3-a9d7615afd5e
132,br_Vernaccia,Vernaccia,1970,122467,BRANCAS E ROSADAS,e39b880a-ff1c-4c19-a082-f7fa1c1ce67a
133,br_Viognier,Viognier,1970,0,BRANCAS E ROSADAS,26dbd4d0-9b88-46ec-8ad6-581b3ff5a127
134,br_Outras(3),Outras(3),1970,2126291,BRANCAS E ROSADAS,c16636a6-8f0f-4dfe-b3a7-7b6caed27401
2,ti_Alicante Bouschet,Alicante Bouschet,1971,0,TINTAS,e7f7dfe6-b3cf-4bbb-9601-5511591bf6b7
3,ti_Ancelota,Ancelota,1971,0,TINTAS,d4827e20-d2a7-47cc-9504-de1e1e547e04
4,ti_Aramon,Aramon,1971,0,TINTAS,413fd470-ab5c-4593-afaf-c44b65fd97ea
5,ti_Alfrocheiro,Alfrocheiro,1971,0,TINTAS,0cfc9ca8-20be-41be-aa09-61cd407a2011
6,ti_Arinarnoa,Arinarnoa,1971,0,TINTAS,080229c5-430c-429b-908d-04a1889cbd1a
7,ti_Aspirant Bouschet,Aspirant Bouschet,1971,0,TINTAS,79dc07f7-191e-4270-be90-0a565aed4943
8,ti_Barbera,Barbera,1971,3971627,TINTAS,8dc62257-76fa-4684-81e0-b26239363180
9,ti_Bonarda,Bonarda,1971,1868929,TINTAS,d749d62a-a058-42f9-b5f9-1b758eaf2f64
10,ti_Cabernet Franc,Cabernet Franc,1971,324924,TINTAS,36170152-6a33-426d-aff0-8bd01dbfbef3
11,ti_Cabernet Sauvignon,Cabernet Sauvignon,1971,0,TINTAS,48c214a3-99e1-48cd-8c96-86e06677a00d
12,ti_ Caladoc,Caladoc,1971,0,TINTAS,e5db8d94-6914-47cf-bf57-fff32a0be329
13,ti_Campanario,Campanario,1971,0,TINTAS,e0d91771-012c-4af9-8b63-7c8587260ea2
14,ti_Canaiolo,Canaiolo,1971,607921,TINTAS,c78cfbc4-5aa7-47ce-8080-89b2e9c38954
15,ti_Carignan,Carignan,1971,11796,TINTAS,24b65385-3ed1-4c23-b8ac-c45783e90ce1
16,ti_Carmenere,Carmenere,1971,18288,TINTAS,defe3b15-4a6c-42bd-9d3b-77faa1dffe53
17,ti_Castelão,Castelão,1971,0,TINTAS,6c4f6a3e-7e02-4585-9bcf-c11720d88a73
18,ti_Corvina,Corvina,1971,0,TINTAS,5cb93321-bf87-4af9-9ec8-0aff4162e4c7
19,ti_Croatina,Croatina,1971,0,TINTAS,400f76b1-dde6-47f6-bf27-8dec5c2e31bf
20,ti_Cinsaut,Cinsaut,1971,0,TINTAS,bf96f3ed-a148-4ea5-ace7-5cfa6e805482
21,ti_Dom Felder,Dom Felder,1971,0,TINTAS,4995f2de-58b3-482a-b72c-e5ed9b6b1e78
22,ti_Dolcetto,Dolcetto,1971,0,TINTAS,22b8f8be-033a-41f1-ac2d-06d57c2eef52
23,ti_Durif,Durif,1971,0,TINTAS,aba2347a-3354-42a5-9428-30ae09656a58
24,ti_Egiodola,Egiodola,1971,0,TINTAS,5d45a3f7-c7e4-48b6-bdb3-2c8ff4654477
25,ti_Ekigaina,Ekigaina,1971,0,TINTAS,19492a43-fa75-49ba-9345-70298b39d579
26,ti_Festival (Sugraone),Festival (Sugraone),1971,0,TINTAS,59f8426a-372a-41cd-8b9d-5f15df856501
27,ti_Franconia,Franconia,1971,0,TINTAS,52715806-cc58-4d31-a9c5-1478e9202d2f
28,ti_Freisa,Freisa,1971,1519,TINTAS,17f3e4d5-e2e5-40ff-8d8e-c56dfcfa5c9b
29,ti_Gamay St Romain,Gamay St Romain,1971,0,TINTAS,6c1d54a0-8b62-4761-82e1-ccde28aa2e25
30,ti_Gamay Beaujolais,Gamay Beaujolais,1971,0,TINTAS,b48eb93b-3209-4a06-8569-f4fe77777064
31,ti_Grand Noir,Grand Noir,1971,930,TINTAS,90a285ae-c9d4-49a9-8334-2caea3a4f1de
32,ti_Grenache,Grenache,1971,22418,TINTAS,fb57ebd2-5f4f-4fd9-aa28-b7bf44766c0b
33,ti_Jaen,Jaen,1971,0,TINTAS,28be4be3-7087-4128-bbed-508a244a9448
34,ti_Lagrein,Lagrein,1971,0,TINTAS,1a3c8ee6-307d-4995-b728-22eb1e8dbc24
35,ti_Lambrusco,Lambrusco,1971,2670,TINTAS,eebfc731-d3bf-49ec-b0ca-1af4273f89d1
36,ti_Malbec,Malbec,1971,4884,TINTAS,7aa5ac3c-8497-40c4-a1d2-63564a574bbb
37,ti_Marzemina,Marzemina,1971,66569,TINTAS,ccba8097-3f9d-4d76-a857-93093580de83
38,ti_Merlot,Merlot,1971,164533,TINTAS,0285c9d2-4433-403d-a53d-c74301ddeac6
39,ti_Marselan,Marselan,1971,0,TINTAS,272e8b40-b566-4e34-9084-1e930591a764
40,ti_Molinera,Molinera,1971,0,TINTAS,e5640121-13b0-4d21-b1cc-ff13ed5d6746
41,ti_Montepulciano,Montepulciano,1971,0,TINTAS,8cac1558-a835-4791-a096-5e959359d203
42,ti_Moscato Bailey,Moscato Bailey,1971,0,TINTAS,d36e70c8-3597-4d9b-b1d4-04c42a3af8aa
43,ti_Napa Gamay,Napa Gamay,1971,0,TINTAS,cadb830f-ed1a-4420-89fe-a3f8af096a40
44,ti_Nebbiolo,Nebbiolo,1971,0,TINTAS,eacecc7d-7f7e-4bc1-b811-884718447dc3
45,ti_Petit Verdot,Petit Verdot,1971,0,TINTAS,047960f8-a616-4a05-a315-5f9448f1cc2f
46,ti_Petite Sirah,Petite Sirah,1971,0,TINTAS,959c8765-01d2-42ef-946e-2e6e08b8912c
47,ti_Pinotage,Pinotage,1971,0,TINTAS,5eb8f167-690c-437e-8476-6ce99740a644
48,ti_Pinot Noir,Pinot Noir,1971,0,TINTAS,6f42ff8b-3f5a-4d44-8d88-bea467e19d84
49,ti_Pinot Saint George,Pinot Saint George,1971,0,TINTAS,0e35412f-8002-4b8f-9b38-ece56241d61c
50,ti_Piriquita,Piriquita,1971,0,TINTAS,92c53cad-eac4-45d1-b9ad-9a4373f768c8
51,ti_Rebo,Rebo,1971,0,TINTAS,a77013f0-0097-4ab5-9052-5352791ea382
52,ti_Refosco,Refosco,1971,0,TINTAS,425947a5-35b4-47c2-8403-bb2982eb5d64
53,ti_Rondinella,Rondinella,1971,0,TINTAS,c64deee5-e598-4a37-800d-e89d4722d279
54,ti_Ruby Cabernet,Ruby Cabernet,1971,0,TINTAS,5c94245e-d17d-478e-a855-b90a8aaf7004
55,ti_Sangiovese,Sangiovese,1971,59316,TINTAS,d76f9ce5-6517-429d-a390-bf2baaabc386
56,ti_Sira (falsa),Sira (falsa),1971,3886509,TINTAS,83f88aab-00a4-40e1-af19-bc62263f2956
57,ti_Tannat,Tannat,1971,0,TINTAS,f1a2dfe8-acde-43de-ac28-294a9e4c90ac
58,ti_Tempranillo,Tempranillo,1971,0,TINTAS,992a85b7-e923-43db-877b-f2be3e216c86
59,ti_Teroldego,Teroldego,1971,0,TINTAS,dfc95654-c0a7-48d1-a70a-e288a482085f
60,ti_Torrontes,Torrontes,1971,0,TINTAS,d439c1ec-6011-4924-9903-46151cd53054
61,ti_Tinta Barroca,Tinta Barroca,1971,0,TINTAS,6a496591-e356-4fc8-bb12-79e9f81df6af
62,ti_Touriga Francesa,Touriga Francesa,1971,0,TINTAS,ef266f2f-effb-40e5-9a46-b7e946fd5e7e
63,ti_Touriga Nacional,Touriga Nacional,1971,0,TINTAS,c9a624c5-b785-4d3f-8211-d20d422e419f
64,ti_Tinta Madeira,Tinta Madeira,1971,0,TINTAS,0dee562f-90b3-4975-ac9b-067fa3246a39
65,ti_Tintoria,Tintoria,1971,0,TINTAS,c469d81b-ffc8-4d4b-9f19-9f0dc6666fff
66,ti_Trincdeira,Trincdeira,1971,0,TINTAS,db4eb66f-7baf-4520-9cf7-70e23e40e8f2
67,ti_Trousseau,Trousseau,1971,0,TINTAS,01024415-1df7-4b25-bf0a-bdb97a472de3
68,ti_Zinfandel,Zinfandel,1971,0,TINTAS,715f18f8-1a1e-4d82-a0c3-e03168bd6885
69,ti_Outras1,Outras1,1971,0,TINTAS,8765ebc0-9754-4185-bf44-8178e2323754
71,br_Aliatico,Aliatico,1971,0,BRANCAS E ROSADAS,e33d0cb3-da20-43d2-9e45-09e266f27906
72,br_Aligote,Aligote,1971,1000,BRANCAS E ROSADAS,9a79623e-24c2-4f3a-b4bf-6350cdc15f48
73,br_Altesse,Altesse,1971,0,BRANCAS E ROSADAS,02f9e76e-825c-4948-8bc1-83f9db943a4d
74,br_Alvarinho,Alvarinho,1971,0,BRANCAS E ROSADAS,8d65255d-65ef-494e-b70f-34be697c4d11
75,br_Arriloba,Arriloba,1971,0,BRANCAS E ROSADAS,42eabb63-ea66-4c01-9147-6888be3dc51e
76,br_Auxerrois,Auxerrois,1971,0,BRANCAS E ROSADAS,94ff63e2-a9bf-4627-8e6a-cd13c23dd16f
77,br_Burger,Burger,1971,0,BRANCAS E ROSADAS,14bb99da-f49a-499f-985d-be3af49c8ad9
78,br_Chardonnay,Chardonnay,1971,0,BRANCAS E ROSADAS,3848e7ff-e401-4373-b7d0-f0790ea8e2ed
79,br_Chasselas,Chasselas,1971,0,BRANCAS E ROSADAS,6c42caf0-9f58-4b25-b898-8c3a9d0812bf
80,br_Chenin Blanc,Chenin Blanc,1971,0,BRANCAS E ROSADAS,007fc533-297a-463b-9205-ac98066a563e
81,br_Clairette(1),Clairette(1),1971,116887,BRANCAS E ROSADAS,985a77a5-af47-43ab-a15b-b6b3f440ed78
82,br_Colombard,Colombard,1971,0,BRANCAS E ROSADAS,373ea8f1-2748-411a-84f7-15c63532e639
83,br_Flora,Flora,1971,0,BRANCAS E ROSADAS,da9303b6-17db-4afc-aca0-eab788c2b5d1
84,br_Garganega,Garganega,1971,0,BRANCAS E ROSADAS,0d4bc571-0382-432c-a000-0bbbed111a79
85,br_Gewurztraminer,Gewurztraminer,1971,0,BRANCAS E ROSADAS,42a5deb0-a83f-4404-8279-a8a662c667d5
86,br_Gouveio,Gouveio,1971,0,BRANCAS E ROSADAS,65e990b7-1039-490c-9419-91fc336b9d90
87,br_Gros Manseng,Gros Manseng,1971,0,BRANCAS E ROSADAS,8412c5de-e168-4211-9094-fbf0851c7a07
88,br_Italia (Pirovano 65) (PE),Italia (Pirovano 65) (PE),1971,0,BRANCAS E ROSADAS,d3a8be98-8237-4205-b9ac-cc2f34b082ab
89,br_Maccabeo,Maccabeo,1971,0,BRANCAS E ROSADAS,42624a98-cfad-4601-b8b8-dc8aa6929f2d
90,br_Malvasia,Malvasia,1971,611457,BRANCAS E ROSADAS,3ad73743-a19b-46c7-a6fd-6c0c6e8b9aa8
91,br_Malvasia Amarela,Malvasia Amarela,1971,0,BRANCAS E ROSADAS,75e0d1e0-9ffb-4112-817e-03b28db2513f
92,br_Malvasia Bianca,Malvasia Bianca,1971,0,BRANCAS E ROSADAS,cfca2aa5-3a4c-425b-bd7a-c2055cce9384
93,br_Malvasia Chianti,Malvasia Chianti,1971,0,BRANCAS E ROSADAS,41020b0d-0c23-45ec-9d4f-286d60cf9891
94,br_Malvasia Verde,Malvasia Verde,1971,0,BRANCAS E ROSADAS,3b73d0da-2dba-497c-86df-f86981353c6f
95,br_Malvasia di Candia,Malvasia di Candia,1971,0,BRANCAS E ROSADAS,79ad17d1-b184-431b-a836-35e57ae011b7
96,br_Malvasia Istriana,Malvasia Istriana,1971,0,BRANCAS E ROSADAS,3c207d38-48d8-4306-96a6-e3ba670fc537
97,br_Mistura de uvas viníferas,Mistura de uvas viníferas branco,1971,0,BRANCAS E ROSADAS,2ca2d3f8-1e3e-4248-9544-48caaf4e2127
98,br_Mistura de uvas viníferas,Mistura de uvas viníferas rosado,1971,0,BRANCAS E ROSADAS,87e889c7-4638-49a1-a153-64314b3eafde
99,br_Moscato_branco,Moscato Branco,1971,5334475,BRANCAS E ROSADAS,010517f6-fecc-49b0-88f9-9882fd82e740
